% Column 0: Length, mm
% Column 1: |H|, Amp/m
0.00000000e+000	4.23017356e+002	
5.00333556e-003	4.22740330e+002	
1.00066711e-002	4.22463309e+002	
1.50100067e-002	4.22186292e+002	
2.00133422e-002	4.21909279e+002	
2.50166778e-002	4.21632271e+002	
3.00200133e-002	4.21355267e+002	
3.50233489e-002	4.21078267e+002	
4.00266845e-002	4.20801272e+002	
4.50300200e-002	4.20524281e+002	
5.00333556e-002	4.20247294e+002	
5.50366911e-002	4.19970311e+002	
6.00400267e-002	4.19693333e+002	
6.50433622e-002	4.19416359e+002	
7.00466978e-002	4.19139390e+002	
7.50500334e-002	4.18862425e+002	
8.00533689e-002	4.18585464e+002	
8.50567045e-002	4.18308508e+002	
9.00600400e-002	4.18031556e+002	
9.50633756e-002	4.17383696e+002	
1.00066711e-001	4.16390848e+002	
1.05070047e-001	4.15398176e+002	
1.10073382e-001	4.14405680e+002	
1.15076718e-001	4.13413363e+002	
1.20080053e-001	4.12421225e+002	
1.25083389e-001	4.11429267e+002	
1.30086724e-001	4.10437491e+002	
1.35090060e-001	4.09445899e+002	
1.40093396e-001	4.08468056e+002	
1.45096731e-001	4.07551123e+002	
1.50100067e-001	4.06634244e+002	
1.55103402e-001	4.05717421e+002	
1.60106738e-001	4.04800654e+002	
1.65110073e-001	4.03883943e+002	
1.70113409e-001	4.02967288e+002	
1.75116744e-001	4.01804426e+002	
1.80120080e-001	4.00600349e+002	
1.85123416e-001	3.99396275e+002	
1.90126751e-001	3.98192202e+002	
1.95130087e-001	3.96988131e+002	
2.00133422e-001	3.95784062e+002	
2.05136758e-001	3.94579995e+002	
2.10140093e-001	3.93375930e+002	
2.15143429e-001	3.92171866e+002	
2.20146765e-001	3.90967805e+002	
2.25150100e-001	3.89763745e+002	
2.30153436e-001	3.88559687e+002	
2.35156771e-001	3.87319484e+002	
2.40160107e-001	3.85589243e+002	
2.45163442e-001	3.83859092e+002	
2.50166778e-001	3.82129032e+002	
2.55170113e-001	3.80399063e+002	
2.60173449e-001	3.78669187e+002	
2.65176785e-001	3.76939405e+002	
2.70180120e-001	3.75209719e+002	
2.75183456e-001	3.73480129e+002	
2.80186791e-001	3.71778651e+002	
2.85190127e-001	3.70095635e+002	
2.90193462e-001	3.68412701e+002	
2.95196798e-001	3.66729849e+002	
3.00200133e-001	3.65047081e+002	
3.05203469e-001	3.63364398e+002	
3.10206805e-001	3.61681802e+002	
3.15210140e-001	3.59999292e+002	
3.20213476e-001	3.58316872e+002	
3.25216811e-001	3.56634541e+002	
3.30220147e-001	3.54952301e+002	
3.35223482e-001	3.53270154e+002	
3.40226818e-001	3.51588101e+002	
3.45230153e-001	3.49906143e+002	
3.50233489e-001	3.48224281e+002	
3.55236825e-001	3.46542517e+002	
3.60240160e-001	3.44860853e+002	
3.65243496e-001	3.43179290e+002	
3.70246831e-001	3.41497828e+002	
3.75250167e-001	3.39816471e+002	
3.80253502e-001	3.38104628e+002	
3.85256838e-001	3.36354044e+002	
3.90260173e-001	3.34603804e+002	
3.95263509e-001	3.32862329e+002	
4.00266845e-001	3.31182144e+002	
4.05270180e-001	3.29501981e+002	
4.10273516e-001	3.27821842e+002	
4.15276851e-001	3.26141727e+002	
4.20280187e-001	3.24461637e+002	
4.25283522e-001	3.22781571e+002	
4.30286858e-001	3.21101530e+002	
4.35290193e-001	3.19421515e+002	
4.40293529e-001	3.17741525e+002	
4.45296865e-001	3.16061562e+002	
4.50300200e-001	3.14381626e+002	
4.55303536e-001	3.12701717e+002	
4.60306871e-001	3.11021835e+002	
4.65310207e-001	3.09259783e+002	
4.70313542e-001	3.07490959e+002	
